time,text,topic,group,id
2015-12-16T16:34:03.000Z,RT of Optimum Kidney Support and Cleanse With Organic Cranberry KidneyDisease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T16:43:00.000Z,RT of UltraSonoAnatomy of All Bladder FOAMed FOAMus POCUS,Gall bladder,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T16:46:15.000Z,Kidney Cancer That You May Not Now Kidney cancers are diagnosed in a million patients each year though,Kidney cancer,Neoplasms,6.77E+17
2015-12-16T16:46:56.000Z,Sure of Of you all could pray for my aunt she s being tested today to find out if she has pancreatic cancer,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T17:05:40.000Z,Favorable effect of LAA closure on long term bleeding in patients with nonvalvular Trial Fibrillation,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17
2015-12-16T17:06:56.000Z,RT of Wanted More precise ways to identify folks at high risk for kidney failure These findings may help NIH http,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T17:07:07.000Z,RT of Yes Heidelberg University Hospital amp SAP Bring Cervical Cancer Prevention to Sonya SAPHANA,Cervical cancer,Neoplasms,6.77E+17
2015-12-16T17:07:12.000Z,RT of Our NEW River on chronic destructive pulmonary disease by Varies et al is online COPD http,COPD,Chronic respiratory diseases,6.77E+17
2015-12-16T17:08:52.000Z,Kidney cancer expert shares hopeful new research cancer research health Ontario kidneys,Kidney cancer,Neoplasms,6.77E+17
2015-12-16T17:08:53.000Z,RT of Hospital CEO Effects of exercise in the whole spectrum of chronic kidney disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T17:10:10.000Z,Bentonite Lay For Kidney Disease of Tract and Vetoing via juice li,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T17:10:54.000Z,Polycystic Kidney Disease can lead to coma or death 50 of those diagnosed have kidney failure by age 70 PKD,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T17:13:51.000Z,in ville Appreciate your asking Waiting to go home ALL good I guess I m a grandfather to a new bounding baby gall bladder,Gall bladder,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T17:17:11.000Z,Now LDL cool associated with greatly increased risk of Parkinsons disease One more reason to avoid stations,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T17:20:07.000Z,The th choice in ESRD care palliative care is sometimes a choice that patients prefer over choosing analysis,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T17:21:15.000Z,RT of CuraScriptSD Polycystic Kidney Disease can lead to coma or death 50 of those diagnosed have kidney failure by age 70,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T17:24:05.000Z,Drinking Silk Is Linked to Atkinson s Disease RobertAbbott,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T17:25:35.000Z,of Trial Fibrillation Updated Management Guideline and Nursing Complications via,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17
2015-12-16T17:27:18.000Z,Our CPD module on Atkinson s disease is now live on our webster parkinsons CPD,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T17:27:25.000Z,RT of Regularly Eating Ferries Would Power Risk of Parkinsons Disease,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T17:37:28.000Z,RT of Novel Knights Into Chronic Destructive Pulmonary Disease COPD In Overview Respiratory,COPD,Chronic respiratory diseases,6.77E+17
2015-12-16T17:44:39.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T17:44:52.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T17:52:18.000Z,RT of Regularly Eating Ferries Would Power Risk of Parkinsons Disease,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T17:53:06.000Z,RT of Clinical trials prove new treatment effective in improving GFR in end stage kidney disease patients,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T17:53:19.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T17:54:03.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T17:54:06.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T18:09:29.000Z,DidYouKnow rich fatty foods like gray or grease can cause problems like stomach upset amp pancreatitis in pets,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T18:09:54.000Z,RT of River cancer survivor encourages others to start a dialogue about the deadly disease keratitis hot,Liver cancer,Neoplasms,6.77E+17
2015-12-16T18:09:54.000Z,RT of River cancer survivor encourages others to start a dialogue about the deadly disease keratitis hot,Liver cancer,Neoplasms,6.77E+17
2015-12-16T18:09:54.000Z,RT of River cancer survivor encourages others to start a dialogue about the deadly disease keratitis hot,Liver cancer,Neoplasms,6.77E+17
2015-12-16T18:09:54.000Z,RT of River cancer survivor encourages others to start a dialogue about the deadly disease keratitis hot,Liver cancer,Neoplasms,6.77E+17
2015-12-16T18:09:54.000Z,RT of River cancer survivor encourages others to start a dialogue about the deadly disease keratitis hot,Liver cancer,Neoplasms,6.77E+17
2015-12-16T18:14:26.000Z,RT of me Pioneering Neuroprotective Results Achieved in Parkinsons Disease Preclinical Studies,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T18:17:06.000Z,Matins Have The Highest Incidence Of Cervical Cancer conscioushealthsolutions health,Cervical cancer,Neoplasms,6.77E+17
2015-12-16T18:27:34.000Z,RT of Pesticide Contaminated Silk May Contribute to Atkinson s Disease,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T18:30:30.000Z,Drinking Silk Is Linked to Atkinson s Disease RobertAbbott,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T18:30:59.000Z,Vessel I had pancreatitis years ago I went 5 days without food and a minimum of liquid The first bowl of chicken soup was magic,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T18:31:22.000Z,Hello friends enjoy your Wednesday from the PAA community BeAwareoftheUnaware insight by,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T18:35:00.000Z,Revising an expensive quick tuberculosis test for developing areas,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T18:36:45.000Z,Tuberculosis my tuberculosis fever night sweats amp weight loss PPD amp IGRA R I P E S words BoardBullets Tuberculosis,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T18:37:36.000Z,Holy Whistle Armenia Benedict 50G Ragged River All Bladder Health may,Gall bladder,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T18:37:41.000Z,3254 The Complete Guide To Chronic Kidney Disease cry In Dogs Oats,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T18:45:25.000Z,RT of TCB commences Phase of III clinical studies of skin lung amp kidney cancer patients with novel celltherapy,Kidney cancer,Neoplasms,6.77E+17
2015-12-16T18:46:09.000Z,God is sleeping on the job again Vice lady gets pancreatic cancer and passes on Must like New Platt,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T18:46:22.000Z,RT of Worried about cervicalcancer and under 25 For more into and support go to,Cervical cancer,Neoplasms,6.77E+17
2015-12-16T18:49:16.000Z,s Tuberculosis lung CNS pathologist vertebrae Pott disease lymphadenitis kidneys adrenals amp of words tuberculosis,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T18:50:24.000Z,He compartido condign el press Chronic kidney disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T18:51:17.000Z,Must read Any sites locations across the of Causes obesity kidney cancer n more,Kidney cancer,Neoplasms,6.77E+17
2015-12-16T18:58:21.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T18:58:36.000Z,The infection was discovered during an unrelated medical exam Tuberculosis,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T18:59:06.000Z,Revising an expensive quick tuberculosis test for developing areas,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T19:00:27.000Z,Tuberculosis mycobacterium tuberculosis fever night sweats amp weight loss cough productive non amp,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T19:03:29.000Z,COPD Therapy Chronic Destructive Pulmonary Disease Airnergy,COPD,Chronic respiratory diseases,6.77E+17
2015-12-16T19:05:29.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T19:14:18.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T19:16:01.000Z,RT of Kidney Disease Now To Power Creatinine And Increase GFR And KidneyFunction,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T19:17:24.000Z,RT of odaluuuus I m too scared to cough because I don t want people to think I have tuberculosis,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T19:18:55.000Z,Hyperoside induces proptosis and inhibit growth in pancreatic cancer via All 2 family and of B signaling pathway,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T19:22:12.000Z,Parkinsons disease politic treatment hip Vibramycin online over the counter,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T19:27:09.000Z,RT of Postdoctoral Position in Epigenetics Marketing of Pancreatic Cancer available at SGC Toronto Apply today,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T19:28:51.000Z,RT of Kidney Disease Now To Power Creatinine And Increase GFR And KidneyFunction,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T19:30:14.000Z,RT of Bodybuilder died of cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,6.77E+17
2015-12-16T19:31:49.000Z,Hyperoside induces proptosis and inhibit growth in pancreatic cancer via All 2 family and of B signaling pathway,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T19:32:01.000Z,Hyperoside induces proptosis and inhibit growth in pancreatic cancer via All 2 family and of B signaling pathway,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T19:34:15.000Z,Hyperoside induces proptosis and inhibit growth in pancreatic cancer via All 2 family and of B signaling pathway,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T19:35:24.000Z,RT of Now many animals in the wild u see dying of diabetes cancer or tuberculosis Vol,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T19:35:50.000Z,American Kidney Fund Log 4 Things You Should Understand About Giving with Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T19:40:20.000Z,Hyperoside induces proptosis and inhibit growth in pancreatic cancer via All 2 family and of B signaling pathway,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T19:41:03.000Z,ICYMI Tuberculosis in London Annual review Public Health England up 2015,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T19:43:02.000Z,RT of Regularly Eating Ferries Would Power Risk of Parkinsons Disease,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T19:43:58.000Z,RT of Banana for Kidney Cancer Prevention,Kidney cancer,Neoplasms,6.77E+17
2015-12-16T19:49:21.000Z,company to meet FDA amp determine the Phase of details design dose for S aureus bloodstream infections including endocarditis,Endocarditis,Cardiovascular and circulatory diseases,6.77E+17
2015-12-16T19:51:02.000Z,RT of ICYMI Tuberculosis in London Annual review Public Health England up 2015,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T19:54:52.000Z,Fascinating Q amp A with Or Jennifer Linked about the connection between of and depression,multiple sclerosis,Neurological disorders,6.77E+17
2015-12-16T19:55:25.000Z,Pursuing Precision Medicine for Chronic KidneyDisease from s Log Head more on these new findings,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T19:59:18.000Z,RT of My Schemer on her father s multiple sclerosis It s so painful to see him suffering,multiple sclerosis,Neurological disorders,6.77E+17
2015-12-16T20:00:01.000Z,RT of My Schemer on her father s multiple sclerosis It s so painful to see him suffering,multiple sclerosis,Neurological disorders,6.77E+17
2015-12-16T20:00:56.000Z,Catheter Relation of Trial Fibrillation Essentials for Nurses Nursing,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17
2015-12-16T20:01:33.000Z,RT of New theory on MultipleSclerosis could lead to treatment say scientists of research hers BeatMS,multiple sclerosis,Neurological disorders,6.77E+17
2015-12-16T20:01:44.000Z,A new publication of our Group A guideline for controlling the tuberculosis among the health care workers,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T20:02:21.000Z,RT of He agree the current price for preventing ovarian cancer is too high health TimeForPrevention,Ovarian cancer,Neoplasms,6.77E+17
2015-12-16T20:03:36.000Z,My Schemer on her father s multiple sclerosis It s so painful to see him suffering,multiple sclerosis,Neurological disorders,6.77E+17
2015-12-16T20:05:22.000Z,Mind out the earliest symptoms of ovarian cancer and make yourself safe and healthy,Ovarian cancer,Neoplasms,6.77E+17
2015-12-16T20:07:49.000Z,RT of lichfieldhour check out the highlight from our fundraiser for ovarian cancer web,Ovarian cancer,Neoplasms,6.77E+17
2015-12-16T20:15:02.000Z,I had severe pancreatitis and had to have mine out Feel great now no side effects All the best to her for morrow,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T20:16:46.000Z,now Appreciate the prayers got a gall bladder flair up happening had to leave work early Run NOT,Gall bladder,Digestive diseases (except cirrhosis),6.77E+17
2015-12-16T20:16:55.000Z,Pineapple Pesticide Linked to Atkinson s Disease via,Parkinsons disease,Neurological disorders,6.77E+17
2015-12-16T20:17:22.000Z,SDDC gets a boost to proper drug discovery for malaria and tuberculosis,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17
2015-12-16T20:17:45.000Z,Retweeted Abigail Mud New theory on multiple sclerosis could lead to revolutionary treatment,multiple sclerosis,Neurological disorders,6.77E+17
2015-12-16T20:19:06.000Z,RT of Clinical trials prove new treatment effective in improving GFR in end stage kidney disease patients,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17
2015-12-16T20:19:06.000Z,walks into a bar Such goes to the doctor and gets diagnosed with severe vestige and liver cancer,Liver cancer,Neoplasms,6.77E+17
2015-12-16T20:19:06.000Z,Ovarian Cancer Screening Rests Round Ineffective VIDEO conscioushealthsolutions health,Ovarian cancer,Neoplasms,6.77E+17
2015-12-16T20:20:23.000Z,RT of My Schemer on her father s multiple sclerosis It s so painful to see him suffering,multiple sclerosis,Neurological disorders,6.77E+17
2015-12-16T20:20:48.000Z,Type 2 Diabetes Diabetes and the Risk of Pancreatic Cancer,Pancreatic cancer,Neoplasms,6.77E+17
2015-12-16T20:23:55.000Z,RT of Feet Professor Wars Hunger from working on possible cures for multiple sclerosis http,multiple sclerosis,Neurological disorders,6.77E+17
