,1,2,3,4,5
228,ANYBODY against Planned Parenthood you re a complete fucking idiot Abortion is one of their least common functions do your research,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
229,Aortic aneurysm and the split eggshell sign,Leukemia,Neoplasms,6.76E+17,0.0
230,Aortic Aneurysm MedlinePlus Vagus nerve food clergy HAH Diet of hypotension amp stress Blossom of love,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,0.0
231,Apparently I m getting my gall bladder removed for Christmas it s fitted out on me,Ovarian cancer,Neoplasms,6.80E+17,0.0
232,Appropriate All Bladder Diet An Prevent Complications DietNutrition fashion fitness,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,0.0
233,Apt Havana paid a visit Asthma May HKL,Parkinsons disease,Neurological disorders,6.80E+17,0.0
234,Arc Men An Help Patients With Atkinson s Disease,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,0.0
235,Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
236,arch if you re going to be anti abortion whatever but at least get the basic anatomy right,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,0.0
237,Are Existing Asthma Early Indicator Of Chronic Migraine Attacks Study Have asthma and migrate Were s more,Peptic ulcer,Digestive diseases (except cirrhosis),6.70E+17,0.0
238,Are kidney disease strikes 3 of 4 sons after back to back transplant the Ran family hopes for a normal 2016,Asthma,Chronic respiratory diseases,6.80E+17,0.0
239,Are planning sessions for Alzheimer s patients what would you suggest to them during those sessions to die ASAP,Liver cancer,Neoplasms,6.80E+17,0.0
240,Are you a caregiver for a loved one with Chronic Destructive Pulmonary Disease COPD Learn more about how,COPD,Chronic respiratory diseases,6.76E+17,0.0
241,Are you at risk for peripheral vascular disease Take this online assessment heartdisease hearthealthy,multiple sclerosis,Neurological disorders,6.78E+17,0.0
242,Are you experiencing endocarditis Take butter star veins,Parkinsons disease,Neurological disorders,6.76E+17,0.0
243,Are you re donna get diabetes in one night at this rate dear god,Kidney cancer,Neoplasms,6.80E+17,0.0
244,Are you saying Free Inyang is actually an endocarditis vegetation plague,Breast cancer,Neoplasms,6.77E+17,0.0
245,Are you supporters of reunited Now much do you know about prostate cancer Between this video in support please,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,0.0
246,Are you using too much relieved inhaled via asthma,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.79E+17,0.0
247,AROUND THE COUNTRY TOUR FOR HIV AIDS AWARENESS,Aortic aneurysm,Cardiovascular and circulatory diseases,6.79E+17,0.0
248,ARRS GoldMiner features images Idiopathic dilated cardiomyopathy,Leukemia,Neoplasms,6.80E+17,0.0
249,Arterial ischaemic stroke in children with cardiac disease Neurology,Cervical cancer,Neoplasms,6.76E+17,0.0
250,Arteritis regrettableness excrescence engineer process in contemplation of secure endocarditis bite as you say,Prostate cancer,Neoplasms,6.78E+17,0.0
251,Article by Able J Norton Most common diseases of elder Ischaemic Heart Disease The Symptoms,Atrial fibrillation,Cardiovascular and circulatory diseases,6.76E+17,0.0
252,Articles Opicapone as an adjunct to levodopa in patients with Atkinson s disease and end of dose motor fluctuation,Breast cancer,Neoplasms,6.78E+17,0.0
253,ARYC OvaDx first definite diagnostic screening test for early stage detection ovarian cancer,Peripheral vascular disease,Cardiovascular and circulatory diseases,6.79E+17,0.0
254,as long as ladykins doesn t contract encephalitis we think amp have epilepsy Rev delay as a side effect you ll be fine,Ovarian cancer,Neoplasms,6.77E+17,0.0
255,Ascending aortic aneurysm caused by Mycobacterium tuberculosis of,Alzheimer,Neurological disorders,6.81E+17,0.0
256,Ask World Leaders to save more lives from AIDS tuberculosis and malaria Sign the Petition via,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,0.0
257,Asthma,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,0.0
258,Asthma and chronic destructive pulmonary disease overlap syndrome ACOS,Pancreatic cancer,Neoplasms,6.76E+17,0.0
259,Asthma attack panic attack there no between they both hurt so much,Asthma,Chronic respiratory diseases,6.81E+17,0.0
260,asthma attacks ll,lung cancer,Neoplasms,6.81E+17,0.0
261,Asthma can be brought on by body stress caused by panic fear anger frustration or even too extensive laugh,Prostate cancer,Neoplasms,6.77E+17,0.0
262,Asthma got the best of me,myocarditis,Cardiovascular and circulatory diseases,6.79E+17,0.0
263,Asthma inhaled are literally keeping me alive at,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,0.0
264,Asthma LABA Steroids Not a Winning Domo for Lacks,Epilepsy,Neurological disorders,6.77E+17,0.0
265,Asthma may lead to never ending migrate,Atrial fibrillation,Cardiovascular and circulatory diseases,6.75E+17,0.0
266,Asthma Relief Forever Learning HowTo Give With Asthma,Ischemic heart,Cardiovascular and circulatory diseases,6.75E+17,0.0
267,Asthma symptoms can be prevented by avoiding trigger such as allergens and irritants and by the use of inhaled corticosteroids,Epilepsy,Neurological disorders,6.77E+17,0.0
268,Asthma what s good,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,0.0
269,AsthmaIncreases Chronic Migraine Risk Twofold,Liver cancer,Neoplasms,6.75E+17,0.0
270,At like the Greeks to prevent breast cancer healthyeats woodford,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
271,Atkinson s A Glimpse into the Disease Ridden Truths Ridden Truths by parkinsonsdisease,Epilepsy,Neurological disorders,6.81E+17,0.0
272,Atkinson s Disease A Complete Guide for Patients and Families Parkinsons Atkinson,Asthma,Chronic respiratory diseases,6.78E+17,0.0
273,Atkinson s Disease And The Potential Of Cannabis Therapy marijuana connais MME,Alzheimer,Neurological disorders,6.81E+17,0.0
274,Atkinson s Disease and Women,Prostate cancer,Neoplasms,6.78E+17,0.0
275,Atkinson s Disease From A to Z,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.78E+17,0.0
276,Atkinson s disease has been linked to drinking milk,Prostate cancer,Neoplasms,6.81E+17,0.0
277,Atkinson s disease researches discover a way to program the become to produce dopamine neuron,Rheumatic heart,Cardiovascular and circulatory diseases,6.77E+17,0.0
278,Attention Parents He Informed about Gardasil Anti Cervical Cancer Vaccine Something Parents should be aware,Parkinsons disease,Neurological disorders,6.77E+17,0.0
279,Autonomic symptoms in hypertensive patients with post acute minor ischaemic stroke,Cervical cancer,Neoplasms,6.81E+17,0.0
280,Axillary Suddenly Develops In Interest In During Alzheimer s BB4SP,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,0.0
281,Ba with the fifth smoking band guy telling us enjoy lung cancer,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,0.0
282,Baby Power Higher pentraxin 3 sputum levels indicate presence of chronic destructive put baby,Peptic ulcer,Digestive diseases (except cirrhosis),6.76E+17,0.0
283,Back of arterial blood Now blood pressure below the normal value Ischaemic stroke Brain,Cervical cancer,Neoplasms,6.76E+17,0.0
284,Back s being treated for leukaemia childcancer so Santa will be visiting him in the hospital Via pedcsm,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,0.0
285,Bacterium That Causes Q Never Linked to On Hodgkin Lymphoma,Breast cancer,Neoplasms,6.77E+17,0.0
286,Badly that requires a pill now stupid prostate cancer,Liver cancer,Neoplasms,6.77E+17,0.0
287,Balance recovery is compromised and trunk muscle activity is increased in chronic destructive pulmonary disease,Cervical cancer,Neoplasms,6.76E+17,0.0
288,ball it Yauza face Baggy breasts it memory loss it Ready protected sex HIV AIDS,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,0.0
289,BALR 6 regulates cell growth and cell survival in B lymphoblastic leukaemia,Endocarditis,Cardiovascular and circulatory diseases,6.79E+17,0.0
290,Barbecued An Cried Seat and Kidney Cancer Risk,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,0.0
291,Beautiful Days To Support Breast Cancer Awareness,Abortion,Maternal disorders,6.80E+17,0.0
292,Been a busy boy today Mrs S just had keyhole surgery gall bladder removed so I ve been doing all the errands shores Time for a tiny,Ovarian cancer,Neoplasms,6.80E+17,0.0
293,Been fighting a lot of health issues that began w prostate cancer beat it but seems it took too much am me I of,Breast cancer,Neoplasms,6.81E+17,0.0
294,Before you hit the holiday cocktail make sure to protect your heart hearthealth loveyourheartdfw,Leukemia,Neoplasms,6.80E+17,0.0
295,Behavioral model may help kidney disease patients treatment decisions,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
296,Being in love with someone who sores like a bear having an asthma attack in its sleep it it it it,Maternal hemorrhage,Maternal disorders,6.70E+17,0.0
297,Benefits of orange 1 Helps prevent cancer 2 Prevents kidney diseases 3 Reduces risk of liver,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,0.0
298,Bentonite Lay For Kidney Disease of Tract and Vetoing via juice li,Pancreatic cancer,Neoplasms,6.77E+17,0.0
299,Benzol May is in the hospital with possible gall bladder issues They are running tests prayerrequest,Cervical cancer,Neoplasms,6.76E+17,0.0
300,besides acne hormonal control period regulation and protection against bone thinning ovarian cancer amp anaemia,Cervical cancer,Neoplasms,6.78E+17,0.0
301,Beth rates asthma asthmaticcat sethhateslife sethhateshashtags myhumanisacunt The House,Prostate cancer,Neoplasms,6.77E+17,0.0
302,Between 38 and 89 of breast cancer patients suffer from lymphedema due to axillary lymph node dissection and or radiation,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
303,bhramabull Popular Paper Addresses HIV AIDS Rumors ATL rapier of Face has been lodging rumors lately and ha,Liver cancer,Neoplasms,6.79E+17,0.0
304,Billboard News of Face Responds to HIV AIDS Rumors I Have To Degenerative or Deadly Diseases,Atrial flutter,Cardiovascular and circulatory diseases,6.79E+17,0.0
305,BioCellution Medical News Today Is slow walking speed a sign of approaching Alzheimer s Full,Liver cancer,Neoplasms,6.76E+17,0.0
306,Biomarker could provide early warning of kidney disease in cats science,Breast cancer,Neoplasms,6.78E+17,0.0
307,Biotech Locke bags a preclinical next gen prostate cancer program in 142M deal Locke has stepped in to in l,Prostate cancer,Neoplasms,6.77E+17,0.0
308,bitch u shed eat or boiled eggs cut they cut or risk of breast cancer by 44,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,0.0
309,Bitter melon juice intently suppressed pancreatic cancer growth with no side effects,Leukemia,Neoplasms,6.80E+17,0.0
310,Bladder Rose Volume Parameter Are Associated with Urinary Incontinence After Most operative Intensity Nodulated R,Atrial fibrillation,Cardiovascular and circulatory diseases,6.78E+17,0.0
311,blame how many are we down,Abortion,Maternal disorders,6.80E+17,0.0
312,Bleeding Septic Ulcer On Operative Strategics,Leukemia,Neoplasms,6.76E+17,0.0
313,bless of A person with SLE may have inflammation of various parts of the heart such as pericarditis myocarditis and endocard,Cervical cancer,Neoplasms,6.76E+17,0.0
314,bless of A rare epilepsy is a type of epilepsy that occurs in a small number of people Learn about rare epileptics at,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
315,bless of A woman from South Lyon has stage 3 cervical cancer and her one last wish is to reach of of of of,Cervical cancer,Neoplasms,6.81E+17,0.0
316,bless of Abortion is associated with an increased risk of fertility miscarriage topic pregnancy and breast cancer,Pancreatic cancer,Neoplasms,6.80E+17,0.0
317,bless of AFB Used in the demonstration of acid fast bacteria mycobacterium which include the causative agent for tuberculosis http,Breast cancer,Neoplasms,6.80E+17,0.0
318,bless of African American men are 1 6 times more likely to be diagnosed with prostate cancer,Liver cancer,Neoplasms,6.80E+17,0.0
319,bless of After being diagnosed with Alzheimer s at 52 Brian Bottle and his wife take life day by day http,Breast cancer,Neoplasms,6.77E+17,0.0
320,bless of After Being Gaped Assaulted I Finally But Down the Bottle HIV AIDS And I know http,ischemic stroke,Cardiovascular and circulatory diseases,6.78E+17,0.0
321,bless of AHA Ezetimibe reduces ischaemic stroke risk,Liver cancer,Neoplasms,6.76E+17,0.0
322,bless of AIDSNews Yahoo Recovery under way after storms kill 15 in South More severe weather airport delays and f,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,0.0
323,bless of AIDSNews Yahoo Stormy weather expected in U S for post holiday travel Letters U S post holiday trade,Leukemia,Neoplasms,6.80E+17,0.0
324,bless of alas Boy When u left U took my breath away Girl Www that s so cut Boy Mute U took my Inhaled I suffer from asthma,multiple sclerosis,Neurological disorders,6.81E+17,0.0
325,bless of ALBANY Marijuana Chemical Shows Promise for Hard to Great Epilepsy in Lids epilepsy cod,Prostate cancer,Neoplasms,6.78E+17,0.0
326,bless of Albert girl denied marijuana for epilepsy gets help in It Catharine,Kidney cancer,Neoplasms,6.79E+17,0.0
327,Blood Range Compound Stops 100 Of Hung Cancer Growth In Micro Verbs No via,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17,0.0
328,Blue green alae is not linked to liver cancer says study health liverhealth colon,Prostate cancer,Neoplasms,6.80E+17,0.0
329,BMJ PRSS1 PRSS2 and CLDN2 MORC4 associate with chronic pancreatitis in a European application study,Cervical cancer,Neoplasms,6.76E+17,0.0
330,Bodybuilder died of liver cancer caused by years of osteoid abuse,HIV/AIDS,HIV/AIDS and tuberculosis,6.78E+17,0.0
331,Bodybuilder Mean Wharmby dies after eating 10 000 calorie a day and osteoid abuse,COPD,Chronic respiratory diseases,6.78E+17,0.0
332,bony L Bony Boulware of MPH L Bony Boulware of MPH Duke University Chronic Disease Kidney Disease Disparities Quality,lung cancer,Neoplasms,6.80E+17,0.0
333,Boring Oleifera Hills 97 of Pancreatic Cancer Cells in Micro Verbs No via,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,0.0
334,Botswana Not U S Partner in HIV Lids Battle Head,Prostate cancer,Neoplasms,6.77E+17,0.0
335,Boy rattling leukaemia for second time made contrary Navy SEAL Box News navy seals,Atrial fibrillation,Cardiovascular and circulatory diseases,6.81E+17,0.0
336,Brachial artery mycotic aneurysm and splenic infraction associated with infective endocarditis,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,0.0
337,Brain Storms The Face to Clock the Mysteries of Atkinson s Disease Parkinsons Parkinsonism,Prostate cancer,Neoplasms,6.77E+17,0.0
