text,topic,group,isDup,sentimentValue,sentiment
Any LFS breast cancers are Her positive Researches started examining whether or not this can help predict,Breast cancer,Neoplasms,0.0,20.0,Positive
ANYBODY against Planned Parenthood you re a complete fucking idiot Abortion is one of their least common functions do your research,Abortion,Maternal disorders,0.0,-10.0,Negative
Aortic aneurysm and the split eggshell sign,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Aortic Aneurysm MedlinePlus Vagus nerve food clergy HAH Diet of hypotension amp stress Blossom of love,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Apparently I m getting my gall bladder removed for Christmas it s fitted out on me,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
Appropriate All Bladder Diet An Prevent Complications DietNutrition fashion fitness,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Apt Havana paid a visit Asthma May HKL,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Arc Men An Help Patients With Atkinson s Disease,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
arch if you re going to be anti abortion whatever but at least get the basic anatomy right,Abortion,Maternal disorders,0.0,0.0,Neutral
Are Existing Asthma Early Indicator Of Chronic Migraine Attacks Study Have asthma and migrate Were s more,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Are kidney disease strikes 3 of 4 sons after back to back transplant the Ran family hopes for a normal 2016,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Are planning sessions for Alzheimer s patients what would you suggest to them during those sessions to die ASAP,Alzheimer,Neurological disorders,0.0,-10.0,Negative
Are you a caregiver for a loved one with Chronic Destructive Pulmonary Disease COPD Learn more about how,COPD,Chronic respiratory diseases,0.0,0.0,Neutral
Are you at risk for peripheral vascular disease Take this online assessment heartdisease hearthealthy,Peripheral vascular disease,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Are you experiencing endocarditis Take butter star veins,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Are you re donna get diabetes in one night at this rate dear god,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Are you saying Free Inyang is actually an endocarditis vegetation plague,Endocarditis,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Are you supporters of reunited Now much do you know about prostate cancer Between this video in support please,Prostate cancer,Neoplasms,0.0,10.0,Positive
Are you using too much relieved inhaled via asthma,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
AROUND THE COUNTRY TOUR FOR HIV AIDS AWARENESS,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,20.0,Positive
ARRS GoldMiner features images Idiopathic dilated cardiomyopathy,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Arterial ischaemic stroke in children with cardiac disease Neurology,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Arteritis regrettableness excrescence engineer process in contemplation of secure endocarditis bite as you say,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Article by Able J Norton Most common diseases of elder Ischaemic Heart Disease The Symptoms,Ischemic heart,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Articles Opicapone as an adjunct to levodopa in patients with Atkinson s disease and end of dose motor fluctuation,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
ARYC OvaDx first definite diagnostic screening test for early stage detection ovarian cancer,Ovarian cancer,Neoplasms,0.0,0.0,Neutral
as long as ladykins doesn t contract encephalitis we think amp have epilepsy Rev delay as a side effect you ll be fine,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Ascending aortic aneurysm caused by Mycobacterium tuberculosis of,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Ask World Leaders to save more lives from AIDS tuberculosis and malaria Sign the Petition via,Tuberculosis,HIV/AIDS and tuberculosis,0.0,20.0,Positive
Asthma,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Asthma and chronic destructive pulmonary disease overlap syndrome ACOS,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Asthma attack panic attack there no between they both hurt so much,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
asthma attacks ll,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Asthma can be brought on by body stress caused by panic fear anger frustration or even too extensive laugh,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
Asthma got the best of me,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Asthma inhaled are literally keeping me alive at,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Asthma LABA Steroids Not a Winning Domo for Lacks,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Asthma may lead to never ending migrate,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Asthma Relief Forever Learning HowTo Give With Asthma,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Asthma symptoms can be prevented by avoiding trigger such as allergens and irritants and by the use of inhaled corticosteroids,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
Asthma what s good,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
AsthmaIncreases Chronic Migraine Risk Twofold,Asthma,Chronic respiratory diseases,0.0,-20.0,Negative
At like the Greeks to prevent breast cancer healthyeats woodford,Breast cancer,Neoplasms,0.0,10.0,Positive
Atkinson s A Glimpse into the Disease Ridden Truths Ridden Truths by parkinsonsdisease,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Atkinson s Disease A Complete Guide for Patients and Families Parkinsons Atkinson,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Atkinson s Disease And The Potential Of Cannabis Therapy marijuana connais MME,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Atkinson s Disease and Women,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Atkinson s Disease From A to Z,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Atkinson s disease has been linked to drinking milk,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Atkinson s disease researches discover a way to program the become to produce dopamine neuron,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Attention Parents He Informed about Gardasil Anti Cervical Cancer Vaccine Something Parents should be aware,Cervical cancer,Neoplasms,0.0,10.0,Positive
Autonomic symptoms in hypertensive patients with post acute minor ischaemic stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
Axillary Suddenly Develops In Interest In During Alzheimer s BB4SP,Alzheimer,Neurological disorders,0.0,0.0,Neutral
Ba with the fifth smoking band guy telling us enjoy lung cancer,lung cancer,Neoplasms,0.0,0.0,Neutral
Baby Power Higher pentraxin 3 sputum levels indicate presence of chronic destructive put baby,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Back of arterial blood Now blood pressure below the normal value Ischaemic stroke Brain,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
Back s being treated for leukaemia childcancer so Santa will be visiting him in the hospital Via pedcsm,Leukemia,Neoplasms,0.0,0.0,Neutral
Bacterium That Causes Q Never Linked to On Hodgkin Lymphoma,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
Badly that requires a pill now stupid prostate cancer,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Balance recovery is compromised and trunk muscle activity is increased in chronic destructive pulmonary disease,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
ball it Yauza face Baggy breasts it memory loss it Ready protected sex HIV AIDS,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
BALR 6 regulates cell growth and cell survival in B lymphoblastic leukaemia,Leukemia,Neoplasms,0.0,10.0,Positive
Barbecued An Cried Seat and Kidney Cancer Risk,Kidney cancer,Neoplasms,0.0,-10.0,Negative
Beautiful Days To Support Breast Cancer Awareness,Breast cancer,Neoplasms,0.0,20.0,Positive
Been a busy boy today Mrs S just had keyhole surgery gall bladder removed so I ve been doing all the errands shores Time for a tiny,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
Been fighting a lot of health issues that began w prostate cancer beat it but seems it took too much am me I of,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Before you hit the holiday cocktail make sure to protect your heart hearthealth loveyourheartdfw,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Behavioral model may help kidney disease patients treatment decisions,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,20.0,Positive
Being in love with someone who sores like a bear having an asthma attack in its sleep it it it it,Asthma,Chronic respiratory diseases,0.0,20.0,Positive
Benefits of orange 1 Helps prevent cancer 2 Prevents kidney diseases 3 Reduces risk of liver,Liver cancer,Neoplasms,0.0,10.0,Positive
Bentonite Lay For Kidney Disease of Tract and Vetoing via juice li,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Benzol May is in the hospital with possible gall bladder issues They are running tests prayerrequest,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
besides acne hormonal control period regulation and protection against bone thinning ovarian cancer amp anaemia,Ovarian cancer,Neoplasms,0.0,10.0,Positive
Beth rates asthma asthmaticcat sethhateslife sethhateshashtags myhumanisacunt The House,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Between 38 and 89 of breast cancer patients suffer from lymphedema due to axillary lymph node dissection and or radiation,Breast cancer,Neoplasms,0.0,-20.0,Negative
bhramabull Popular Paper Addresses HIV AIDS Rumors ATL rapier of Face has been lodging rumors lately and ha,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
Billboard News of Face Responds to HIV AIDS Rumors I Have To Degenerative or Deadly Diseases,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
BioCellution Medical News Today Is slow walking speed a sign of approaching Alzheimer s Full,Alzheimer,Neurological disorders,0.0,10.0,Positive
Biomarker could provide early warning of kidney disease in cats science,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Biotech Locke bags a preclinical next gen prostate cancer program in 142M deal Locke has stepped in to in l,Prostate cancer,Neoplasms,0.0,0.0,Neutral
bitch u shed eat or boiled eggs cut they cut or risk of breast cancer by 44,Breast cancer,Neoplasms,0.0,-10.0,Negative
Bitter melon juice intently suppressed pancreatic cancer growth with no side effects,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
Bladder Rose Volume Parameter Are Associated with Urinary Incontinence After Most operative Intensity Nodulated R,Prostate cancer,Neoplasms,0.0,0.0,Neutral
blame how many are we down,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Bleeding Septic Ulcer On Operative Strategics,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
bless of A person with SLE may have inflammation of various parts of the heart such as pericarditis myocarditis and endocard,Endocarditis,Cardiovascular and circulatory diseases,0.0,10.0,Positive
bless of A rare epilepsy is a type of epilepsy that occurs in a small number of people Learn about rare epileptics at,Epilepsy,Neurological disorders,0.0,10.0,Positive
bless of A woman from South Lyon has stage 3 cervical cancer and her one last wish is to reach of of of of,Cervical cancer,Neoplasms,0.0,20.0,Positive
bless of Abortion is associated with an increased risk of fertility miscarriage topic pregnancy and breast cancer,Breast cancer,Neoplasms,0.0,0.0,Neutral
bless of AFB Used in the demonstration of acid fast bacteria mycobacterium which include the causative agent for tuberculosis http,Tuberculosis,HIV/AIDS and tuberculosis,0.0,10.0,Positive
bless of African American men are 1 6 times more likely to be diagnosed with prostate cancer,Prostate cancer,Neoplasms,0.0,0.0,Neutral
bless of After being diagnosed with Alzheimer s at 52 Brian Bottle and his wife take life day by day http,Alzheimer,Neurological disorders,0.0,10.0,Positive
bless of After Being Gaped Assaulted I Finally But Down the Bottle HIV AIDS And I know http,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,20.0,Positive
bless of AHA Ezetimibe reduces ischaemic stroke risk,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
bless of AIDSNews Yahoo Recovery under way after storms kill 15 in South More severe weather airport delays and f,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,-10.0,Negative
bless of AIDSNews Yahoo Stormy weather expected in U S for post holiday travel Letters U S post holiday trade,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
bless of alas Boy When u left U took my breath away Girl Www that s so cut Boy Mute U took my Inhaled I suffer from asthma,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
bless of ALBANY Marijuana Chemical Shows Promise for Hard to Great Epilepsy in Lids epilepsy cod,Epilepsy,Neurological disorders,0.0,20.0,Positive
bless of Albert girl denied marijuana for epilepsy gets help in It Catharine,Epilepsy,Neurological disorders,0.0,20.0,Positive
Blood Range Compound Stops 100 Of Hung Cancer Growth In Micro Verbs No via,lung cancer,Neoplasms,0.0,0.0,Neutral
Blue green alae is not linked to liver cancer says study health liverhealth colon,Liver cancer,Neoplasms,0.0,10.0,Positive
BMJ PRSS1 PRSS2 and CLDN2 MORC4 associate with chronic pancreatitis in a European application study,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Bodybuilder died of liver cancer caused by years of osteoid abuse,Liver cancer,Neoplasms,0.0,-10.0,Negative
Bodybuilder Mean Wharmby dies after eating 10 000 calorie a day and osteoid abuse,Liver cancer,Neoplasms,0.0,-10.0,Negative
bony L Bony Boulware of MPH L Bony Boulware of MPH Duke University Chronic Disease Kidney Disease Disparities Quality,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
Boring Oleifera Hills 97 of Pancreatic Cancer Cells in Micro Verbs No via,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
