time,text,topic,group,id,isDup
2015-12-26T19:46:29.000Z,Also final had me so stressed that I m 110 certain I have septic ulcer disease Regardless I WILL drink today,Leukemia,Neoplasms,6.81E+17,
2015-12-16T23:41:51.000Z,also it can lead to Chronic Destructive Pulmonary Disease in the lungs,Breast cancer,Neoplasms,6.77E+17,
Sat Dec 12 22:36:39 +0000 2015,also one important cause is infective endocarditis,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-23T23:39:49.000Z,also suffering from asthma was using an inhaled when went of injured,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-14T14:32:16.000Z,Although localised presentations are uncommon in non Hodgkin lympho NHL the goal of treatment should be to cure the dis,COPD,Chronic respiratory diseases,6.76E+17,
2015-12-16T22:09:40.000Z,Aluminium adjutants R deadly Gardasil causing cervical cancer fertility menopause autoimmune diseases Locally,Epilepsy,Neurological disorders,6.77E+17,
2015-12-19T18:04:14.000Z,Alzheimer chat with other sufferer at Visit,Kidney cancer,Neoplasms,6.78E+17,
Sat Dec 12 03:06:03 +0000 2015,Alzheimer GenesThat Alzheimer s Scientists Discover Eyes That An Delay Onset By 17 Years R science,Liver cancer,Neoplasms,6.76E+17,
2015-12-26T23:21:23.000Z,Alzheimer s Advantage You can hide your own Master eggs,Asthma,Chronic respiratory diseases,6.81E+17,
Sat Dec 12 04:45:25 +0000 2015,Alzheimer s Disease Research is Pointing in a Very Surprising New Direction Fig Think,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-25T21:19:27.000Z,Alzheimer s or raging Experts share signs to look for during holidays GoogleAlerts,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-23T17:02:34.000Z,ALZHEIMER S Purified marijuana compound may reduce stubborn epileptic seizures,Ovarian cancer,Neoplasms,6.80E+17,
2015-12-16T20:20:23.000Z,Am appreciate un videoclip pe Help Elba Right Multiple Sclerosis of,multiple sclerosis,Neurological disorders,6.77E+17,
2015-12-26T23:16:04.000Z,Amazing Breast Cancer Tattoo Coverups,Breast cancer,Neoplasms,6.81E+17,
Sat Dec 12 16:00:57 +0000 2015,American 1 of every 5 maternal deaths is due to obstetric haemorrhage ZeroMaternalDeaths,Cardiomyopathy,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-26T16:58:00.000Z,American Cancer Society reports new research to prevent amp treat cervical cancer,Prostate cancer,Neoplasms,6.81E+17,
2015-12-16T17:21:15.000Z,American Kidney Fund Log 4 Things You Should Understand About Giving with Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-15T18:54:28.000Z,Amoebas reveals how human away cells rally against cigarette smoke damage Chronic destructive pulmonary disease COPD is the this,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-19T23:37:12.000Z,An 2016 RADIOLOGY issue online 5 excellent of articles radiology liver cancer had ran,Breast cancer,Neoplasms,6.78E+17,
2015-12-24T11:37:06.000Z,An a man heal after his baby is adopted abortion Christian romance Deliver Is,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-19T03:17:33.000Z,An blood test reduce deaths from ovarian cancer science,Kidney cancer,Neoplasms,6.78E+17,
2015-12-19T21:32:49.000Z,an endocarditis is a liberalism effaceable and smallish,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-26T23:24:15.000Z,An high stress raise your risk of Alzheimer s,Parkinsons disease,Neurological disorders,6.81E+17,
Mon Nov 30 22:33:33 +0000 2015,An Marijuana Great Alzheimer s THC Reduces Brain Plague Buildup,COPD,Chronic respiratory diseases,6.71E+17,
2015-12-19T23:26:34.000Z,An people help my cousin in law out The is currently in the hospital fighting cancer The is diagnosed with terminal pancreatic cancer,Asthma,Chronic respiratory diseases,6.78E+17,
2015-12-26T21:02:15.000Z,An Rose California hospital Potential tuberculosis exposure to hundreds of infants mothers CBS News,Prostate cancer,Neoplasms,6.81E+17,
2015-12-26T22:47:25.000Z,An some of these take things too far Why would I willingly give myself diabetes,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-24T07:35:44.000Z,An someone at least come get me to get some figs so I can at least drowned my tears in lung cancer,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-25T07:53:30.000Z,An you recommend anyone for this job Activities Associate at Namaste Alzheimer Enter PRN Mob Healthcare,Liver cancer,Neoplasms,6.80E+17,
2015-12-19T22:24:51.000Z,An you recommend anyone for this job Clinical Trial Manager Peripheral Arterial Disease 40 his Days,Ovarian cancer,Neoplasms,6.78E+17,
2015-12-25T20:47:43.000Z,An you recommend anyone for this Nursing job Phoenix of Firing,Kidney cancer,Neoplasms,6.80E+17,
2015-12-26T20:53:12.000Z,anaemia in chronic kidney disease PowerPoint Slide anaemia in chronic kidney disease,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,
Sat Dec 12 11:30:37 +0000 2015,Analysis of anatomical risk factors for persistent type of endoleaks following endovascular abdominal aortic,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-26T10:00:24.000Z,and Announce Cancer Immunotherapy Collaboration for On Hodgkin Lymphoma,Pancreatic cancer,Neoplasms,6.81E+17,
2015-12-16T21:35:43.000Z,And the fact they tell nicotine is cause of lung cancer where tar benzene toluene and others are the real culprit,Kidney cancer,Neoplasms,6.77E+17,
2015-12-19T23:17:50.000Z,and the heart quite clot of cardiomyopathy is alcohol related and the doctor is often in the dark,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-24T06:05:30.000Z,And this headache is turning into a migrate,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-16T11:15:12.000Z,And those who don t know he had a motorcycle accident that nearly killed him and he has had kidney cancer,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-22T04:41:23.000Z,Annual Blood West Right Help Prevent Deaths from Ovarian Cancer,Liver cancer,Neoplasms,6.79E+17,
2015-12-23T17:38:38.000Z,Anoci takes an FDA shortest with its diabetes comb racing with Novo FierceBiotech,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-26T05:30:30.000Z,Anorexia Red Primary liver sinusoidal non Hodgkin s lympho presenting as acute liver failure,COPD,Chronic respiratory diseases,6.81E+17,
Mon Dec 07 06:21:42 +0000 2015,Anthropometric measures at multiple times throughout life and prostate cancer diagnosis metastasis a cancer,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,
Fri Dec 11 05:46:29 +0000 2015,Anti AIDS Drugs An Prevent HIV Infection Of Taken Before After Ex,Gall bladder,Digestive diseases (except cirrhosis),6.75E+17,
2015-12-26T19:57:56.000Z,Anti asthma Rheumatic heart disease,Prostate cancer,Neoplasms,6.81E+17,
Sat Dec 12 05:21:05 +0000 2015,Anti Speaks about Strategics to treat and prevent Alzheimer s disease,Pancreatic cancer,Neoplasms,6.76E+17,
Sat Dec 12 21:55:53 +0000 2015,Antroduodenectomy with Gastroduodenal Anastomosis Savage Emergency Surgery for Complicated Septic Ulcer Disease,Parkinsons disease,Neurological disorders,6.76E+17,
2015-12-15T20:09:50.000Z,ANVISA approved Finer s axitinib for kidney cancer,Gall bladder,Digestive diseases (except cirrhosis),6.77E+17,
Sun Dec 06 23:36:51 +0000 2015,Any chronic kidney disease patients should take stations,Aortic aneurysm,Cardiovascular and circulatory diseases,6.74E+17,
2015-12-24T04:53:16.000Z,Any LFS breast cancers are Her positive Researches started examining whether or not this can help predict,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-23T17:23:56.000Z,ANYBODY against Planned Parenthood you re a complete fucking idiot Abortion is one of their least common functions do your research,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
Sun Dec 13 03:34:25 +0000 2015,Aortic aneurysm and the split eggshell sign,Leukemia,Neoplasms,6.76E+17,
2015-12-15T18:52:38.000Z,Aortic Aneurysm MedlinePlus Vagus nerve food clergy HAH Diet of hypotension amp stress Blossom of love,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-23T18:34:06.000Z,Apparently I m getting my gall bladder removed for Christmas it s fitted out on me,Ovarian cancer,Neoplasms,6.80E+17,
2015-12-16T07:34:48.000Z,Appropriate All Bladder Diet An Prevent Complications DietNutrition fashion fitness,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,
2015-12-23T06:46:41.000Z,Apt Havana paid a visit Asthma May HKL,Parkinsons disease,Neurological disorders,6.80E+17,
2015-12-23T21:53:25.000Z,Arc Men An Help Patients With Atkinson s Disease,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-16T22:46:50.000Z,Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-25T11:11:31.000Z,arch if you re going to be anti abortion whatever but at least get the basic anatomy right,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,
Fri Nov 27 01:19:07 +0000 2015,Are Existing Asthma Early Indicator Of Chronic Migraine Attacks Study Have asthma and migrate Were s more,Peptic ulcer,Digestive diseases (except cirrhosis),6.70E+17,
2015-12-23T22:48:33.000Z,Are kidney disease strikes 3 of 4 sons after back to back transplant the Ran family hopes for a normal 2016,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-23T07:40:17.000Z,Are planning sessions for Alzheimer s patients what would you suggest to them during those sessions to die ASAP,Liver cancer,Neoplasms,6.80E+17,
2015-12-14T14:32:14.000Z,Are you a caregiver for a loved one with Chronic Destructive Pulmonary Disease COPD Learn more about how,COPD,Chronic respiratory diseases,6.76E+17,
2015-12-19T21:45:41.000Z,Are you at risk for peripheral vascular disease Take this online assessment heartdisease hearthealthy,multiple sclerosis,Neurological disorders,6.78E+17,
Sat Dec 12 22:07:48 +0000 2015,Are you experiencing endocarditis Take butter star veins,Parkinsons disease,Neurological disorders,6.76E+17,
2015-12-24T23:00:23.000Z,Are you re donna get diabetes in one night at this rate dear god,Kidney cancer,Neoplasms,6.80E+17,
2015-12-16T23:44:20.000Z,Are you saying Free Inyang is actually an endocarditis vegetation plague,Breast cancer,Neoplasms,6.77E+17,
2015-12-23T02:17:23.000Z,Are you supporters of reunited Now much do you know about prostate cancer Between this video in support please,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-22T22:31:25.000Z,Are you using too much relieved inhaled via asthma,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-22T16:03:30.000Z,AROUND THE COUNTRY TOUR FOR HIV AIDS AWARENESS,Aortic aneurysm,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-23T20:17:34.000Z,ARRS GoldMiner features images Idiopathic dilated cardiomyopathy,Leukemia,Neoplasms,6.80E+17,
Sat Dec 12 14:39:35 +0000 2015,Arterial ischaemic stroke in children with cardiac disease Neurology,Cervical cancer,Neoplasms,6.76E+17,
2015-12-19T22:16:01.000Z,Arteritis regrettableness excrescence engineer process in contemplation of secure endocarditis bite as you say,Prostate cancer,Neoplasms,6.78E+17,
Sat Dec 12 14:36:04 +0000 2015,Article by Able J Norton Most common diseases of elder Ischaemic Heart Disease The Symptoms,Atrial fibrillation,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-19T23:01:37.000Z,Articles Opicapone as an adjunct to levodopa in patients with Atkinson s disease and end of dose motor fluctuation,Breast cancer,Neoplasms,6.78E+17,
2015-12-21T11:49:36.000Z,ARYC OvaDx first definite diagnostic screening test for early stage detection ovarian cancer,Peripheral vascular disease,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-16T20:42:22.000Z,as long as ladykins doesn t contract encephalitis we think amp have epilepsy Rev delay as a side effect you ll be fine,Ovarian cancer,Neoplasms,6.77E+17,
2015-12-26T23:33:48.000Z,Ascending aortic aneurysm caused by Mycobacterium tuberculosis of,Alzheimer,Neurological disorders,6.81E+17,
2015-12-18T00:34:16.000Z,Ask World Leaders to save more lives from AIDS tuberculosis and malaria Sign the Petition via,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-19T21:05:25.000Z,Asthma,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
Sat Dec 12 11:38:53 +0000 2015,Asthma and chronic destructive pulmonary disease overlap syndrome ACOS,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-26T22:31:59.000Z,Asthma attack panic attack there no between they both hurt so much,Asthma,Chronic respiratory diseases,6.81E+17,
2015-12-26T22:15:32.000Z,asthma attacks ll,lung cancer,Neoplasms,6.81E+17,
2015-12-16T21:53:27.000Z,Asthma can be brought on by body stress caused by panic fear anger frustration or even too extensive laugh,Prostate cancer,Neoplasms,6.77E+17,
2015-12-22T16:08:32.000Z,Asthma got the best of me,myocarditis,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-16T22:50:25.000Z,Asthma inhaled are literally keeping me alive at,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-16T22:07:28.000Z,Asthma LABA Steroids Not a Winning Domo for Lacks,Epilepsy,Neurological disorders,6.77E+17,
Fri Dec 11 16:52:31 +0000 2015,Asthma may lead to never ending migrate,Atrial fibrillation,Cardiovascular and circulatory diseases,6.75E+17,
Fri Dec 11 18:59:39 +0000 2015,Asthma Relief Forever Learning HowTo Give With Asthma,Ischemic heart,Cardiovascular and circulatory diseases,6.75E+17,
2015-12-16T22:05:25.000Z,Asthma symptoms can be prevented by avoiding trigger such as allergens and irritants and by the use of inhaled corticosteroids,Epilepsy,Neurological disorders,6.77E+17,
2015-12-23T23:48:37.000Z,Asthma what s good,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
Fri Dec 11 22:50:26 +0000 2015,AsthmaIncreases Chronic Migraine Risk Twofold,Liver cancer,Neoplasms,6.75E+17,
2015-12-23T23:50:28.000Z,At like the Greeks to prevent breast cancer healthyeats woodford,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-26T23:57:39.000Z,Atkinson s A Glimpse into the Disease Ridden Truths Ridden Truths by parkinsonsdisease,Epilepsy,Neurological disorders,6.81E+17,
2015-12-19T23:25:58.000Z,Atkinson s Disease A Complete Guide for Patients and Families Parkinsons Atkinson,Asthma,Chronic respiratory diseases,6.78E+17,
2015-12-26T23:44:44.000Z,Atkinson s Disease And The Potential Of Cannabis Therapy marijuana connais MME,Alzheimer,Neurological disorders,6.81E+17,
2015-12-19T23:11:04.000Z,Atkinson s Disease and Women,Prostate cancer,Neoplasms,6.78E+17,
2015-12-18T23:18:50.000Z,Atkinson s Disease From A to Z,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-26T19:15:32.000Z,Atkinson s disease has been linked to drinking milk,Prostate cancer,Neoplasms,6.81E+17,
2015-12-16T06:32:46.000Z,Atkinson s disease researches discover a way to program the become to produce dopamine neuron,Rheumatic heart,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-16T11:28:30.000Z,Attention Parents He Informed about Gardasil Anti Cervical Cancer Vaccine Something Parents should be aware,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-26T12:37:51.000Z,Autonomic symptoms in hypertensive patients with post acute minor ischaemic stroke,Cervical cancer,Neoplasms,6.81E+17,
2015-12-23T02:00:19.000Z,Axillary Suddenly Develops In Interest In During Alzheimer s BB4SP,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-25T01:07:41.000Z,Ba with the fifth smoking band guy telling us enjoy lung cancer,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,
Sat Dec 12 17:51:27 +0000 2015,Baby Power Higher pentraxin 3 sputum levels indicate presence of chronic destructive put baby,Peptic ulcer,Digestive diseases (except cirrhosis),6.76E+17,
Sat Dec 12 18:29:06 +0000 2015,Back of arterial blood Now blood pressure below the normal value Ischaemic stroke Brain,Cervical cancer,Neoplasms,6.76E+17,
2015-12-22T21:44:39.000Z,Back s being treated for leukaemia childcancer so Santa will be visiting him in the hospital Via pedcsm,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-16T23:41:52.000Z,Bacterium That Causes Q Never Linked to On Hodgkin Lymphoma,Breast cancer,Neoplasms,6.77E+17,
2015-12-16T21:03:33.000Z,Badly that requires a pill now stupid prostate cancer,Liver cancer,Neoplasms,6.77E+17,
Sat Dec 12 13:37:05 +0000 2015,Balance recovery is compromised and trunk muscle activity is increased in chronic destructive pulmonary disease,Cervical cancer,Neoplasms,6.76E+17,
